testid,beacon_major,beacon_minor,b_building,b_floor,b_x,b_y,rssi,building,floor_true,x_true,y_true,floor_est,x_est,y_est,error,floor_error
"Test84117",1000,584,"AM",1,14.758214851116394,38.00851285497156,-79,"AM",1,5.260234013275198,31.445280511527507,1,9.422975878092629,31.38109454737718,4.163236682089742,0
"Test84117",1000,584,"AM",1,14.758214851116394,38.00851285497156,-78,"AM",1,5.260234013275198,31.445280511527507,1,9.422975878092629,31.38109454737718,4.163236682089742,0
"Test84117",1000,542,"AM",1,0.8869632503172951,30.44143410764571,-79,"AM",1,5.260234013275198,31.445280511527507,1,9.422975878092629,31.38109454737718,4.163236682089742,0
"Test84117",1000,542,"AM",1,0.8869632503172951,30.44143410764571,-85,"AM",1,5.260234013275198,31.445280511527507,1,9.422975878092629,31.38109454737718,4.163236682089742,0
"Test84117",1000,582,"AM",1,11.908984843052998,23.099117519462734,-85,"AM",1,5.260234013275198,31.445280511527507,1,9.422975878092629,31.38109454737718,4.163236682089742,0
"Test84117",1000,582,"AM",1,11.908984843052998,23.099117519462734,-82,"AM",1,5.260234013275198,31.445280511527507,1,9.422975878092629,31.38109454737718,4.163236682089742,0
"Test84117",1000,582,"AM",1,11.908984843052998,23.099117519462734,-85,"AM",1,5.260234013275198,31.445280511527507,1,9.422975878092629,31.38109454737718,4.163236682089742,0
"Test84117",1000,582,"AM",1,11.908984843052998,23.099117519462734,-82,"AM",1,5.260234013275198,31.445280511527507,1,9.422975878092629,31.38109454737718,4.163236682089742,0
"Test84117",1000,592,"AM",1,4.78590982289451,45.725435115368946,-93,"AM",1,5.260234013275198,31.445280511527507,1,9.422975878092629,31.38109454737718,4.163236682089742,0
"Test84117",1000,592,"AM",1,4.78590982289451,45.725435115368946,-94,"AM",1,5.260234013275198,31.445280511527507,1,9.422975878092629,31.38109454737718,4.163236682089742,0
"Test84117",1000,568,"AM",1,0.43708479215242596,38.00851285497156,-93,"AM",1,5.260234013275198,31.445280511527507,1,9.422975878092629,31.38109454737718,4.163236682089742,0
"Test84117",1000,568,"AM",1,0.43708479215242596,38.00851285497156,-95,"AM",1,5.260234013275198,31.445280511527507,1,9.422975878092629,31.38109454737718,4.163236682089742,0
"Test84117",1000,568,"AM",1,0.43708479215242596,38.00851285497156,-96,"AM",1,5.260234013275198,31.445280511527507,1,9.422975878092629,31.38109454737718,4.163236682089742,0
"Test84117",1000,536,"AM",1,23.080965889417833,30.516355864181474,-95,"AM",1,5.260234013275198,31.445280511527507,1,9.422975878092629,31.38109454737718,4.163236682089742,0
"Test84117",1000,588,"AM",1,3.0613755224946493,60.484984604957916,-102,"AM",1,5.260234013275198,31.445280511527507,1,9.422975878092629,31.38109454737718,4.163236682089742,0
"Test84117",1000,533,"AM",1,22.40614815353179,38.158356368043094,-103,"AM",1,5.260234013275198,31.445280511527507,1,9.422975878092629,31.38109454737718,4.163236682089742,0
"Test84117",1000,533,"AM",1,22.40614815353179,38.158356368043094,-113,"AM",1,5.260234013275198,31.445280511527507,1,9.422975878092629,31.38109454737718,4.163236682089742,0
